choice_code,choice_name,choice_value,category,common_code,product_name,rakuten_sku,total_quantity,frequency
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N03サーモンチップ10g
★4つ目※クマザサふりかけはこちら:N04.サーモンフレーク 20g
☆メール便のため同梱不可です:了承済み",選択肢_56,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N03サーモン",auto_extracted,CM556,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N03サーモン",CHOICE_CM556,18,18
"◆１:R16 豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお選びください）:R14 豚ハツスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_57,"豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM557,"豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM557,18,18
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキンフレーク20g
★4つ目※クマザサふりかけはこちら:N11.クマザサ鶏ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_58,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキ",auto_extracted,CM558,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキ",CHOICE_CM558,18,12
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W03.ころころエゾ鹿ミンチ 30g",選択肢_59,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W03.ころころエゾ鹿ミン",auto_extracted,CM559,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W03.ころころエゾ鹿ミン",CHOICE_CM559,18,18
"1つ目:2.エゾ鹿バーグ100g
2つ目:8.馬うまバーグ100g
★メール便のため同梱不可です:了承済",選択肢_60,"1つ目:2.エゾ鹿バーグ100g
2つ目:8.馬うまバーグ100g
★メール便のため同梱不可です:了",auto_extracted,CM560,"1つ目:2.エゾ鹿バーグ100g
2つ目:8.馬うまバーグ100g
★メール便のため同梱不可です:了",CHOICE_CM560,18,12
"★1つ目:1エゾ鹿チップ10g
★2つ目:1.エゾ鹿チップ10g
★3つ目:1エゾ鹿チップ10g
★4つ目※クマザサふりかけはこちら:1.エゾ鹿チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_61,"★1つ目:1エゾ鹿チップ10g
★2つ目:1.エゾ鹿チップ10g
★3つ目:1エゾ鹿チップ10g
★",auto_extracted,CM561,"★1つ目:1エゾ鹿チップ10g
★2つ目:1.エゾ鹿チップ10g
★3つ目:1エゾ鹿チップ10g
★",CHOICE_CM561,18,15
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキンフレーク20g
★4つ目※クマザサふりかけはこちら:N08.クマザサ鹿ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_62,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキ",auto_extracted,CM562,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキ",CHOICE_CM562,18,18
"◆１:R14 豚ハツスライス30g
◆２:R14 豚ハツスライス30g
◆３:R15 豚レバースライス30g
◆４（※レトルトはこちらからお選びください）:R15 豚レバースライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_63,"豚ハツスライス30g
◆２:R14 豚ハツスライス30g
◆３:R15 豚レバースライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM563,"豚ハツスライス30g
◆２:R14 豚ハツスライス30g
◆３:R15 豚レバースライス30g
◆４（※レトルトはこちらからお",CHOICE_CM563,18,9
"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちら◇からお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_64,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちら◇からお",auto_extracted,CM564,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちら◇からお",CHOICE_CM564,15,15
★お好きな１袋をお選びください:R15.ころころクッキーMIX 8粒,選択肢_65,ころころクッキーMIX 8粒,auto_extracted,CM565,ころころクッキーMIX 8粒,CHOICE_CM565,15,12
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N07.チキンフレーク 20g
☆メール便のため同梱不可です:了承済み",選択肢_66,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チッ",auto_extracted,CM566,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チッ",CHOICE_CM566,15,15
"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C04.エゾ鹿レバー(10g)
3つ目:C08.鮭白子スライス(10g)
4つ目:C07.ひとくちサーモン(10g)
★メール便のため同梱不可です:了承済",選択肢_67,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C04.エゾ鹿レバー(10g)
3つ目:C08.鮭",auto_extracted,CM567,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C04.エゾ鹿レバー(10g)
3つ目:C08.鮭",CHOICE_CM567,15,15
"◆１:R14 豚ハツスライス30g
◆２:R14 豚ハツスライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお選びください）:R14 豚ハツスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_68,"豚ハツスライス30g
◆２:R14 豚ハツスライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM568,"豚ハツスライス30g
◆２:R14 豚ハツスライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM568,15,15
"◆１:R01 エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお選びください）:R02 エゾ鹿ミンチ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_69,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",auto_extracted,CM569,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",CHOICE_CM569,15,15
"◆１:R01 エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_70,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM570,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM570,15,15
"◆１:R13 鶏砂肝ジャーキ30g
◆２:R13 鶏砂肝ジャーキー30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお選びください）:R16 豚耳スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_71,"鶏砂肝ジャーキ30g
◆２:R13 鶏砂肝ジャーキー30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",auto_extracted,CM571,"鶏砂肝ジャーキ30g
◆２:R13 鶏砂肝ジャーキー30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",CHOICE_CM571,15,12
"◆１:R16 豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお選びください）:R16 豚耳スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_72,"豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM572,"豚耳スライス30g
◆２:R16 豚耳スライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM572,15,15
"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N05.白子チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_73,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白",auto_extracted,CM573,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白",CHOICE_CM573,15,15
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N01.エゾ鹿チップ10g
★3つ目:N01エゾ鹿チップ10g
★4つ目※クマザサふりかけはこちら:N06チキンチップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_74,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N01.エゾ鹿チップ10g
★3つ目:N01エゾ鹿チッ",auto_extracted,CM574,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N01.エゾ鹿チップ10g
★3つ目:N01エゾ鹿チッ",CHOICE_CM574,15,15
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N11.クマザサ鶏ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_75,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チ",auto_extracted,CM575,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チ",CHOICE_CM575,15,15
"◆１:16.豚耳スライス30g
◆２:16.豚耳スライス30g
◆３:16.豚耳スライス30g
◆４（※レトルトはこちらからお選びください）:18.ころころ牛タン皮30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_76,"◆１:16.豚耳スライス30g
◆２:16.豚耳スライス30g
◆３:16.豚耳スライス30g
◆４",auto_extracted,CM576,"◆１:16.豚耳スライス30g
◆２:16.豚耳スライス30g
◆３:16.豚耳スライス30g
◆４",CHOICE_CM576,15,12
"◆１:R12 鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_77,"鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM577,"鶏むねスライス30g
◆２:R12 鶏むねスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM577,15,15
"◆１:R11 鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお選びください）:R12 鶏むねスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_78,"鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM578,"鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM578,15,15
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキンフレーク20g
★4つ目※クマザサふりかけはこちら:N05.白子チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_79,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキ",auto_extracted,CM579,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N07チキ",CHOICE_CM579,15,15
"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:M06 チキンチップ3g(猫)
★4つ目:M05 白子チップ 3g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_80,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:",auto_extracted,CM580,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:",CHOICE_CM580,15,12
★お好きな１袋をお選びください:R14.豚レバースライス 10g,選択肢_81,豚レバースライス 10g,auto_extracted,CM581,豚レバースライス 10g,CHOICE_CM581,12,6
"◆１:R10 鮭白子スライス30g
◆２:R10 鮭白子スライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_82,"鮭白子スライス30g
◆２:R10 鮭白子スライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお",auto_extracted,CM582,"鮭白子スライス30g
◆２:R10 鮭白子スライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお",CHOICE_CM582,12,12
